name,gender,sub1,sub2,sub3,sub4,lab1,lab2,year,dept,Day1,Day2,Day3,Day4,Day5,Day6,Day7,Day8,Day9,Day10,Day11,Day12,Day13,Day14,Day15,Day16,Day17,Day18,Day19,Day20,Day21,Day22,Day23,Day24,Day25,Day26,Day27,Day28,Day29,Day30,regno,password
Anubhav Shrivastab,m,28,20,59,65,22,16,2,IS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02IS5,An1ZX2216ab
Akkash,m,6,54,60,88,30,31,2,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1ZX02ME5,Ak1ZX3031sh
Harsh Dagar,m,45,21,61,7,23,23,2,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EC5,Ha1ZX2323ar
Vijay Virmani,m,94,11,18,66,44,42,2,EE,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1ZX02EE5,Vi1ZX4442ni
Vivek Auhari,m,62,28,28,65,13,45,2,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CI5,Vi1ZX1345ri
Sachin,m,42,85,84,5,42,22,3,CS,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1ZX03CS5,Sa1ZX4222in
Subhash Chand Bhatia,m,35,44,69,12,13,35,3,IS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03IS5,Su1ZX1335ia
Bhupender,m,59,84,80,49,15,23,3,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03ME5,Bh1ZX1523er
Raghunandan Das,m,73,31,78,13,34,13,3,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EC5,Ra1ZX3413as
Ajay Kumar,m,6,78,52,96,5,31,3,EE,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EE5,Aj1ZX531ar
Yognder,m,44,53,87,75,40,49,3,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CI5,Yo1ZX4049er
Subhash,m,87,97,88,38,35,29,4,CS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CS5,Su1ZX3529sh
Arun @ Vicky,m,96,7,27,10,20,19,4,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04IS5,Ar1ZX2019ky
Vikas,m,79,37,40,85,25,6,4,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1ZX04ME5,Vi1ZX256as
Vinod,m,11,67,89,3,34,33,4,EC,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EC5,Vi1ZX3433od
Salman,m,6,22,84,41,33,15,4,EE,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1ZX04EE5,Sa1ZX3315an
Mohan Kumar,m,23,83,76,67,13,49,4,CI,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CI5,Mo1ZX1349ar
Sandeep Meghawal,m,22,90,71,48,5,44,1,CS,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CS6,Sa1ZX544al
Imamudeen,m,26,24,43,62,42,2,1,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01IS6,Im1ZX422en
Sandeep Kumar,m,17,78,90,37,37,28,1,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1ZX01ME6,Sa1ZX3728ar
Tarjan,m,18,53,71,5,21,34,1,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EC6,Ta1ZX2134an
Murari,m,24,14,41,56,22,23,1,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1ZX01EE6,Mu1ZX2223ri
Ramvilash,m,67,45,57,57,23,5,1,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CI6,Ra1ZX235sh
Jagdish,m,35,26,62,38,19,26,2,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1ZX02CS6,Ja1ZX1926sh
Vishal @ Moni,m,95,93,47,6,19,39,2,IS,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1ZX02IS6,Vi1ZX1939ni
Mohd Shahid,m,73,62,85,51,3,25,2,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1ZX02ME6,Mo1ZX325id
Talim,m,17,28,98,18,16,44,2,EC,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1ZX02EC6,Ta1ZX1644im
Nanku Prasad,m,64,45,29,19,31,21,2,EE,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EE6,Na1ZX3121ad
Bhola Sarkar,m,13,38,4,91,16,49,2,CI,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CI6,Bh1ZX1649ar
Balraj,m,5,37,86,23,47,8,3,CS,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CS6,Ba1ZX478aj
Ravindra Kumar,m,41,83,9,75,11,15,3,IS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03IS6,Ra1ZX1115ar
Rohit Kumar,m,76,28,53,77,25,17,3,ME,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1ZX03ME6,Ro1ZX2517ar
Uttam Kumar @ Sanki,m,2,34,67,66,27,32,3,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EC6,Ut1ZX2732ki
Babalu Sen,m,60,41,49,94,37,36,3,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EE6,Ba1ZX3736en
Rustam Shah,m,84,49,76,41,27,24,3,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CI6,Ru1ZX2724ah
Sukhdev,m,45,48,55,86,38,28,4,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1ZX04CS6,Su1ZX3828ev
B Vikjay Kumar,m,83,39,23,77,17,29,4,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04IS6,B 1ZX1729ar
Dolly @ Rekha W/O Monto Shah,m,46,39,81,30,17,14,4,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1ZX04ME6,Do1ZX1714ah
Gopal Sharma,m,34,43,92,58,40,46,4,EC,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EC6,Go1ZX4046ma
Beeru,m,40,68,53,70,21,6,4,EE,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EE6,Be1ZX216ru
Vipin,m,19,91,78,14,4,30,4,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CI6,Vi1ZX430in
Manish Garg,m,89,88,2,89,42,21,1,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CS7,Ma1ZX4221rg
Guddu,m,54,96,27,61,3,11,1,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1ZX01IS7,Gu1ZX311du
Jatin @ Sonu,m,20,68,87,95,14,19,1,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01ME7,Ja1ZX1419nu
Amit Kumar,m,28,28,16,34,38,27,1,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EC7,Am1ZX3827ar
Shadab,m,71,46,10,3,29,34,1,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EE7,Sh1ZX2934ab
Rakesh,m,51,68,93,33,4,33,1,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CI7,Ra1ZX433sh
Abhishek,m,65,51,5,9,12,16,2,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1ZX02CS7,Ab1ZX1216ek
Gulfam,m,43,34,71,64,20,26,2,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02IS7,Gu1ZX2026am
Phoolwati @ Phoolo Devi,m,38,73,24,58,49,31,2,ME,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1ZX02ME7,Ph1ZX4931vi
Mohit Maan,m,52,40,41,70,39,31,2,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1ZX02EC7,Mo1ZX3931an
Veer Bhan Singh,m,99,71,76,35,34,28,2,EE,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EE7,Ve1ZX3428gh
Dinesh Kumar,m,83,6,89,31,6,11,2,CI,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1ZX02CI7,Di1ZX611ar
Amarjeet,m,48,81,11,63,24,2,3,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1ZX03CS7,Am1ZX242et
Satyadev,m,1,44,84,41,37,25,3,IS,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03IS7,Sa1ZX3725ev
Mohd. Mukhtaar,m,93,82,18,5,17,27,3,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03ME7,Mo1ZX1727ar
Rishi,m,28,5,50,97,27,25,3,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1ZX03EC7,Ri1ZX2725hi
Esrail Khan,m,73,12,59,67,49,6,3,EE,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EE7,Es1ZX496an
Suresh Kumar,m,46,51,64,59,47,38,3,CI,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CI7,Su1ZX4738ar
Pankaj Chand,m,94,81,33,82,33,40,4,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CS7,Pa1ZX3340nd
Ajay Narayan,m,23,41,52,78,44,30,4,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04IS7,Aj1ZX4430an
Mohit @ Himanshu,m,14,35,7,82,6,24,4,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04ME7,Mo1ZX624hu
Saddam,m,62,7,46,71,33,21,4,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1ZX04EC7,Sa1ZX3321am
Nikhleshwar Bhagat,m,4,49,35,53,33,39,4,EE,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EE7,Ni1ZX3339at
Jai Singh,m,23,89,8,82,2,26,4,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CI7,Ja1ZX226gh
Ram Kishan,m,45,37,48,55,49,17,1,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CS8,Ra1ZX4917an
Arun,m,52,14,33,85,48,29,1,IS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01IS8,Ar1ZX4829un
Virender,m,53,76,70,61,7,33,1,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01ME8,Vi1ZX733er
Bishun,m,86,64,39,32,19,12,1,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EC8,Bi1ZX1912un
Pritam Singh,m,46,50,17,21,49,11,1,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EE8,Pr1ZX4911gh
Kishan,m,42,74,69,18,18,18,1,CI,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CI8,Ki1ZX1818an
Mohd Kausar,m,68,62,67,40,27,40,2,CS,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02CS8,Mo1ZX2740ar
Harman Singh,m,6,99,9,8,12,3,2,IS,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02IS8,Ha1ZX123gh
Rajbir,m,40,15,81,1,24,20,2,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02ME8,Ra1ZX2420ir
Vinod Lal,m,94,56,77,21,39,39,2,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1ZX02EC8,Vi1ZX3939al
Chander Shaker,m,99,61,83,56,13,38,2,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EE8,Ch1ZX1338er
Ram Ji,m,10,65,42,98,16,12,2,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1ZX02CI8,Ra1ZX1612Ji
Jony,m,24,29,4,9,35,36,3,CS,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1ZX03CS8,Jo1ZX3536ny
Mohammad Ali,m,22,74,44,89,4,7,3,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03IS8,Mo1ZX47li
Ashok Kumar S/O,m,57,18,53,64,48,15,3,ME,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03ME8,As1ZX4815/O
Ravinder @ Bacchi,m,26,18,63,42,12,41,3,EC,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EC8,Ra1ZX1241hi
Guman Singh Basyal,m,87,37,40,33,39,8,3,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EE8,Gu1ZX398al
Amardeep,m,10,35,72,52,34,7,3,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1ZX03CI8,Am1ZX347ep
Bharat,m,99,88,44,89,8,26,4,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CS8,Bh1ZX826at
Azaz,m,36,74,20,38,28,3,4,IS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1ZX04IS8,Az1ZX283az
Raja Kumar,m,76,98,90,14,7,9,4,ME,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1ZX04ME8,Ra1ZX79ar
Mahabir Prasad,m,76,44,18,22,36,26,4,EC,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EC8,Ma1ZX3626ad
Kartik @ Kaku,m,27,65,21,4,32,15,4,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04EE8,Ka1ZX3215ku
Shubham Yadav,m,64,36,46,22,49,29,4,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CI8,Sh1ZX4929av
Madan,m,46,67,91,65,44,42,1,CS,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1ZX01CS9,Ma1ZX4442an
Rashid,m,44,42,98,68,10,4,1,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01IS9,Ra1ZX104id
Jitender,m,73,39,56,10,16,39,1,ME,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01ME9,Ji1ZX1639er
Pawan Kumar,m,87,87,17,32,28,4,1,EC,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EC9,Pa1ZX284ar
Pintu Kumar,m,86,34,92,57,29,15,1,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1ZX01EE9,Pi1ZX2915ar
Deep,m,78,91,53,70,21,4,1,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01CI9,De1ZX214ep
Dharmbir,m,75,1,65,38,10,21,2,CS,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1ZX02CS9,Dh1ZX1021ir
Rishi Kakdia,m,71,19,65,81,22,18,2,IS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02IS9,Ri1ZX2218ia
Kunal @ Kannu,m,87,84,65,69,11,32,2,ME,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02ME9,Ku1ZX1132nu
Arman Ansari,m,89,11,16,71,11,15,2,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EC9,Ar1ZX1115ri
Avinsh,m,57,90,16,84,48,24,2,EE,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EE9,Av1ZX4824sh
Karan,m,68,1,47,79,3,33,2,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1ZX02CI9,Ka1ZX333an
Sagar,m,57,51,94,80,39,37,3,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CS9,Sa1ZX3937ar
Nikhil,m,14,45,89,84,37,41,3,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03IS9,Ni1ZX3741il
Raman,m,34,90,43,45,49,41,3,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1ZX03ME9,Ra1ZX4941an
Sujen Manjhi,m,5,62,53,30,32,28,3,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EC9,Su1ZX3228hi
Abhijeet,m,73,14,24,88,41,46,3,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EE9,Ab1ZX4146et
Aditya Som,m,46,7,60,54,35,20,3,CI,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03CI9,Ad1ZX3520om
Gaurav,m,66,26,63,59,18,26,4,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CS9,Ga1ZX1826av
Sunil,m,56,30,56,64,8,26,4,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1ZX04IS9,Su1ZX826il
Ravi Kumar,m,87,78,50,50,19,28,4,ME,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04ME9,Ra1ZX1928ar
Shankar Kumar,m,27,77,99,70,48,23,4,EC,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1ZX04EC9,Sh1ZX4823ar
Vishvash,m,21,33,52,22,4,42,4,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1ZX04EE9,Vi1ZX442sh
Kayamuddin,m,87,59,81,64,15,1,4,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX04CI9,Ka1ZX151in
Nandkishore Karpenter,m,20,90,11,71,46,32,1,CS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1ZX01CS10,Na1ZX4632er
Lala Bhai,m,21,71,70,7,40,6,1,IS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01IS10,La1ZX406ai
Kishan Rai,m,7,14,51,71,20,12,1,ME,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01ME10,Ki1ZX2012ai
Mahender Kumar,m,8,10,43,11,44,44,1,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1ZX01EC10,Ma1ZX4444ar
Mohd Afzal,m,92,23,18,53,49,26,1,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX01EE10,Mo1ZX4926al
Satender,m,42,75,5,84,21,8,1,CI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1ZX01CI10,Sa1ZX218er
Shiv Prasad Singh,m,59,79,87,67,45,15,2,CS,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1ZX02CS10,Sh1ZX4515gh
Mobin,m,84,36,2,26,6,25,2,IS,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1ZX02IS10,Mo1ZX625in
Khokan Sarkar,m,79,44,71,99,21,27,2,ME,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02ME10,Kh1ZX2127ar
Krisana Braman,m,60,28,40,69,31,9,2,EC,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1ZX02EC10,Kr1ZX319an
Vipol,m,35,91,78,46,37,29,2,EE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1ZX02EE10,Vi1ZX3729ol
Mohd Miraj Ansari,m,65,43,60,13,36,40,2,CI,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1ZX02CI10,Mo1ZX3640ri
Rajmani,m,83,68,23,94,34,35,3,CS,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1ZX03CS10,Ra1ZX3435ni
Harbir  Singh,m,79,64,49,42,9,9,3,IS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03IS10,Ha1ZX99gh
Mohan,m,62,71,91,38,25,7,3,ME,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03ME10,Mo1ZX257an
Farid,m,31,47,75,45,8,49,3,EC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1ZX03EC10,Fa1ZX849id
